,Unnamed: 0,id,idm,name,venue,team1,team2
208,208,1216501_RA Tripathi,1216501,RA Tripathi,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
209,209,1216501_S Curran,1216501,S Curran,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
210,210,1216501_SN Thakur,1216501,SN Thakur,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
211,211,1216501_SP Narine,1216501,SP Narine,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
212,212,1216501_SR Watson,1216501,SR Watson,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
213,213,1216501_Shivam Mavi,1216501,Shivam Mavi,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
214,214,1216501_Shubman Gill,1216501,Shubman Gill,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Chennai Super Kings
215,215,1216502_AB de Villiers,1216502,AB de Villiers,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
216,216,1216502_Abhishek Sharma,1216502,Abhishek Sharma,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
217,217,1216502_CH Morris,1216502,CH Morris,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
218,218,1216502_D Padikkal,1216502,D Padikkal,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
219,219,1216502_DA Warner,1216502,DA Warner,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
220,220,1216502_Gurkeerat Singh,1216502,Gurkeerat Singh,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
221,221,1216502_I Udana,1216502,I Udana,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
222,222,1216502_JO Holder,1216502,JO Holder,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
223,223,1216502_KS Williamson,1216502,KS Williamson,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
224,224,1216502_MK Pandey,1216502,MK Pandey,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
225,225,1216502_Mohammed Siraj,1216502,Mohammed Siraj,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
226,226,1216502_N Saini,1216502,N Saini,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
227,227,1216502_Philippe,1216502,Philippe,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
228,228,1216502_Priyam Garg,1216502,Priyam Garg,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
229,229,1216502_Rashid Khan,1216502,Rashid Khan,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
230,230,1216502_S Nadeem,1216502,S Nadeem,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
231,231,1216502_Sandeep Sharma,1216502,Sandeep Sharma,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
232,232,1216502_T Natarajan,1216502,T Natarajan,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
233,233,1216502_V Kohli,1216502,V Kohli,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
234,234,1216502_WP Saha,1216502,WP Saha,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
235,235,1216502_Washington Sundar,1216502,Washington Sundar,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
236,236,1216502_YS Chahal,1216502,YS Chahal,Sharjah Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad
237,237,1216503_AS Yadav,1216503,AS Yadav,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
238,238,1216503_Cottrell,1216503,Cottrell,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
239,239,1216503_GJ Maxwell,1216503,GJ Maxwell,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
240,240,1216503_HH Pandya,1216503,HH Pandya,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
241,241,1216503_Ishan Kishan,1216503,Ishan Kishan,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
242,242,1216503_JDS Neesham,1216503,JDS Neesham,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
243,243,1216503_JJ Bumrah,1216503,JJ Bumrah,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
244,244,1216503_JL Pattinson,1216503,JL Pattinson,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
245,245,1216503_K Gowtham,1216503,K Gowtham,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
246,246,1216503_KA Pollard,1216503,KA Pollard,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
247,247,1216503_KK Nair,1216503,KK Nair,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
248,248,1216503_KL Rahul,1216503,KL Rahul,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
249,249,1216503_MA Agarwal,1216503,MA Agarwal,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
250,250,1216503_MK Pandey,1216503,MK Pandey,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
251,251,1216503_Mohammed Shami,1216503,Mohammed Shami,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
252,252,1216503_N Pooran,1216503,N Pooran,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
253,253,1216503_Q de Kock,1216503,Q de Kock,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
254,254,1216503_RD Chahar,1216503,RD Chahar,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
255,255,1216503_RG Sharma,1216503,RG Sharma,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
256,256,1216503_Ravi Bishnoi,1216503,Ravi Bishnoi,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
257,257,1216503_SN Khan,1216503,SN Khan,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
258,258,1216503_TA Boult,1216503,TA Boult,"Sheikh Zayed Stadium, Abu Dhabi",Kings XI Punjab,Mumbai Indians
259,259,1216504_AD Russell,1216504,AD Russell,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
260,260,1216504_AS Rajpoot,1216504,AS Rajpoot,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
261,261,1216504_CV Varun,1216504,CV Varun,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
262,262,1216504_EJG Morgan,1216504,EJG Morgan,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
263,263,1216504_J Archer,1216504,J Archer,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
264,264,1216504_JC Buttler,1216504,JC Buttler,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
265,265,1216504_JD Unadkat,1216504,JD Unadkat,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
266,266,1216504_KD Karthik,1216504,KD Karthik,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
267,267,1216504_KL Nagarkoti,1216504,KL Nagarkoti,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
268,268,1216504_Kuldeep Yadav,1216504,Kuldeep Yadav,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
269,269,1216504_N Rana,1216504,N Rana,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
270,270,1216504_PJ Cummins,1216504,PJ Cummins,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
271,271,1216504_R Parag,1216504,R Parag,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
272,272,1216504_R Tewatia,1216504,R Tewatia,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
273,273,1216504_RV Uthappa,1216504,RV Uthappa,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
274,274,1216504_S Gopal,1216504,S Gopal,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
275,275,1216504_SP Narine,1216504,SP Narine,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
276,276,1216504_SPD Smith,1216504,SPD Smith,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
277,277,1216504_SV Samson,1216504,SV Samson,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
278,278,1216504_Shivam Mavi,1216504,Shivam Mavi,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
279,279,1216504_Shubman Gill,1216504,Shubman Gill,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
280,280,1216504_T Curran,1216504,T Curran,Dubai International Cricket Stadium,Rajasthan Royals,Kolkata Knight Riders
281,281,1216505_AB de Villiers,1216505,AB de Villiers,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
282,282,1216505_AM Rahane,1216505,AM Rahane,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
283,283,1216505_AR Patel,1216505,AR Patel,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
284,284,1216505_Anrich Nortje,1216505,Anrich Nortje,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
285,285,1216505_CH Morris,1216505,CH Morris,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
286,286,1216505_D Padikkal,1216505,D Padikkal,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
287,287,1216505_I Udana,1216505,I Udana,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
288,288,1216505_K Rabada,1216505,K Rabada,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
289,289,1216505_MP Stoinis,1216505,MP Stoinis,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
290,290,1216505_Mohammed Siraj,1216505,Mohammed Siraj,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
291,291,1216505_P Shaw,1216505,P Shaw,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
292,292,1216505_Philippe,1216505,Philippe,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
293,293,1216505_R Ashwin,1216505,R Ashwin,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
294,294,1216505_RR Pant,1216505,RR Pant,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
295,295,1216505_S Dhawan,1216505,S Dhawan,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
296,296,1216505_S Dube,1216505,S Dube,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
297,297,1216505_SS Iyer,1216505,SS Iyer,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
298,298,1216505_SV Samson,1216505,SV Samson,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
299,299,1216505_Shahbaz Ahmed,1216505,Shahbaz Ahmed,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
300,300,1216505_Shahbaz Ahmed ,1216505,Shahbaz Ahmed ,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
301,301,1216505_V Kohli,1216505,V Kohli,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
302,302,1216505_Washington Sundar,1216505,Washington Sundar,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
303,303,1216505_YS Chahal,1216505,YS Chahal,"Sheikh Zayed Stadium, Abu Dhabi",Delhi Daredevils,Royal Challengers Bangalore
304,304,1216506_AT Rayudu,1216506,AT Rayudu,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
305,305,1216506_CH Gayle,1216506,CH Gayle,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
306,306,1216506_CJ Jordan,1216506,CJ Jordan,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
307,307,1216506_DJ Hooda,1216506,DJ Hooda,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
308,308,1216506_DL Chahar,1216506,DL Chahar,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
309,309,1216506_F du Plessis,1216506,F du Plessis,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
310,310,1216506_Imran Tahir,1216506,Imran Tahir,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
311,311,1216506_JDS Neesham,1216506,JDS Neesham,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
312,312,1216506_KL Rahul,1216506,KL Rahul,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
313,313,1216506_L Ngidi,1216506,L Ngidi,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
314,314,1216506_M Ashwin,1216506,M Ashwin,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
315,315,1216506_MA Agarwal,1216506,MA Agarwal,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
316,316,1216506_Mandeep Singh,1216506,Mandeep Singh,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
317,317,1216506_Mohammed Shami,1216506,Mohammed Shami,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
318,318,1216506_N Pooran,1216506,N Pooran,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
319,319,1216506_RA Jadeja,1216506,RA Jadeja,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
320,320,1216506_RD Gaikwad,1216506,RD Gaikwad,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
321,321,1216506_Ravi Bishnoi,1216506,Ravi Bishnoi,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
322,322,1216506_S Curran,1216506,S Curran,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
323,323,1216506_SN Thakur,1216506,SN Thakur,"Sheikh Zayed Stadium, Abu Dhabi",Chennai Super Kings,Kings XI Punjab
324,324,1216507_Abhishek Sharma,1216507,Abhishek Sharma,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
325,325,1216507_BA Stokes,1216507,BA Stokes,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
326,326,1216507_DA Warner,1216507,DA Warner,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
327,327,1216507_J Archer,1216507,J Archer,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
328,328,1216507_J Bairstow,1216507,J Bairstow,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
329,329,1216507_JC Buttler,1216507,JC Buttler,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
330,330,1216507_JD Unadkat,1216507,JD Unadkat,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
331,331,1216507_K Ahmed,1216507,K Ahmed,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
332,332,1216507_KS Williamson,1216507,KS Williamson,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
333,333,1216507_Kartik Tyagi,1216507,Kartik Tyagi,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
334,334,1216507_MK Pandey,1216507,MK Pandey,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
335,335,1216507_Priyam Garg,1216507,Priyam Garg,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
336,336,1216507_R Parag,1216507,R Parag,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
337,337,1216507_R Tewatia,1216507,R Tewatia,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
338,338,1216507_RV Uthappa,1216507,RV Uthappa,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
339,339,1216507_Rashid Khan,1216507,Rashid Khan,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
340,340,1216507_S Gopal,1216507,S Gopal,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
341,341,1216507_SPD Smith,1216507,SPD Smith,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
342,342,1216507_SV Samson,1216507,SV Samson,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
343,343,1216507_Sandeep Sharma,1216507,Sandeep Sharma,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
344,344,1216507_T Natarajan,1216507,T Natarajan,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
345,345,1216507_V Shankar,1216507,V Shankar,Dubai International Cricket Stadium,Sunrisers Hyderabad,Rajasthan Royals
346,346,1216508_AD Russell,1216508,AD Russell,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
347,347,1216508_AS Yadav,1216508,AS Yadav,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
348,348,1216508_EJG Morgan,1216508,EJG Morgan,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
349,349,1216508_HH Pandya,1216508,HH Pandya,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
350,350,1216508_JJ Bumrah,1216508,JJ Bumrah,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
351,351,1216508_JL Pattinson,1216508,JL Pattinson,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
352,352,1216508_KA Pollard,1216508,KA Pollard,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
353,353,1216508_KD Karthik,1216508,KD Karthik,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
354,354,1216508_KH Pandya,1216508,KH Pandya,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
355,355,1216508_Kuldeep Yadav,1216508,Kuldeep Yadav,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
356,356,1216508_MK Pandey,1216508,MK Pandey,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
357,357,1216508_N Naik,1216508,N Naik,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
358,358,1216508_N Rana,1216508,N Rana,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
359,359,1216508_PJ Cummins,1216508,PJ Cummins,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
360,360,1216508_Q de Kock,1216508,Q de Kock,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
361,361,1216508_RD Chahar,1216508,RD Chahar,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
362,362,1216508_RG Sharma,1216508,RG Sharma,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
363,363,1216508_SP Narine,1216508,SP Narine,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
364,364,1216508_SS Tiwary,1216508,SS Tiwary,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
365,365,1216508_Sandeep Warrier,1216508,Sandeep Warrier,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
366,366,1216508_Shivam Mavi,1216508,Shivam Mavi,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
367,367,1216508_Shubman Gill,1216508,Shubman Gill,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
368,368,1216508_TA Boult,1216508,TA Boult,"Sheikh Zayed Stadium, Abu Dhabi",Kolkata Knight Riders,Mumbai Indians
369,369,1216509_AM Rahane,1216509,AM Rahane,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
370,370,1216509_AT Rayudu,1216509,AT Rayudu,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
371,371,1216509_Anrich Nortje,1216509,Anrich Nortje,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
372,372,1216509_Carey,1216509,Carey,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
373,373,1216509_DJ Bravo,1216509,DJ Bravo,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
374,374,1216509_DL Chahar,1216509,DL Chahar,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
375,375,1216509_Deshpande,1216509,Deshpande,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
376,376,1216509_F du Plessis,1216509,F du Plessis,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
377,377,1216509_HV Patel,1216509,HV Patel,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
378,378,1216509_K Rabada,1216509,K Rabada,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
379,379,1216509_KV Sharma,1216509,KV Sharma,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
380,380,1216509_MP Stoinis,1216509,MP Stoinis,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
381,381,1216509_MS Dhoni,1216509,MS Dhoni,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
382,382,1216509_P Shaw,1216509,P Shaw,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
383,383,1216509_R Ashwin,1216509,R Ashwin,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
384,384,1216509_RA Jadeja,1216509,RA Jadeja,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
385,385,1216509_S Curran,1216509,S Curran,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
386,386,1216509_S Dhawan,1216509,S Dhawan,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
387,387,1216509_SN Thakur,1216509,SN Thakur,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
388,388,1216509_SR Watson,1216509,SR Watson,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
389,389,1216509_SS Iyer,1216509,SS Iyer,Sharjah Cricket Stadium,Delhi Daredevils,Chennai Super Kings
390,390,1216510_AB de Villiers,1216510,AB de Villiers,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
391,391,1216510_AJ Finch,1216510,AJ Finch,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
392,392,1216510_Cottrell,1216510,Cottrell,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
393,393,1216510_D Padikkal,1216510,D Padikkal,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
394,394,1216510_DW Steyn,1216510,DW Steyn,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
395,395,1216510_GJ Maxwell,1216510,GJ Maxwell,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
396,396,1216510_JDS Neesham,1216510,JDS Neesham,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
397,397,1216510_KK Nair,1216510,KK Nair,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
398,398,1216510_KL Rahul,1216510,KL Rahul,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
399,399,1216510_M Ashwin,1216510,M Ashwin,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
400,400,1216510_MA Agarwal,1216510,MA Agarwal,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
401,401,1216510_Mohammed Shami,1216510,Mohammed Shami,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
402,402,1216510_N Pooran,1216510,N Pooran,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
403,403,1216510_N Saini,1216510,N Saini,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
404,404,1216510_Philippe,1216510,Philippe,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
405,405,1216510_Ravi Bishnoi,1216510,Ravi Bishnoi,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
406,406,1216510_S Dube,1216510,S Dube,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
407,407,1216510_UT Yadav,1216510,UT Yadav,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
408,408,1216510_V Kohli,1216510,V Kohli,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
409,409,1216510_Washington Sundar,1216510,Washington Sundar,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
410,410,1216510_YS Chahal,1216510,YS Chahal,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore
411,411,1216511_AS Rajpoot,1216511,AS Rajpoot,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Rajasthan Royals
412,412,1216511_AS Yadav,1216511,AS Yadav,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Rajasthan Royals
413,413,1216511_HH Pandya,1216511,HH Pandya,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Rajasthan Royals
414,414,1216511_J Archer,1216511,J Archer,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Rajasthan Royals
415,415,1216511_JC Buttler,1216511,JC Buttler,"Sheikh Zayed Stadium, Abu Dhabi",Mumbai Indians,Rajasthan Royals
